'Nombre: CHEMILABS; Código: 12345678; Fecha: 10/12/2019 00:00:00; Canales: 19
#HHMM;1,PM10,µg/m³;2,PM2.5,µg/m³;3,TSP,µg/m³;4,SO2,ppb;5,O3,ppb;6,CO,ppm;7,NO,ppb;8,NO2,ppb;9,NOX,ppb;10,DV,grados;11,VV,m/s;12,HR,% H.R.;13,TEMP,°C;14,PB,mb;15,RS,W/m²;18,RAIN,mm;16,Humedad Int,% H.R.;17,Temperatura Int,°C;19,Estado Puerta,No definida;
0000 20.99  12.97  0.00D -45.16  2.85  -0.14  66.30  -1.05  65.40  111.1  0.2  50.1  20.3  751.8  0.0  0.0  10.0  23.2  0.0 
0010 20.20  11.64  0.00D -45.09  2.98  -0.16  75.51  -5.05  71.20  138.7  0.2  50.3  20.2  751.8  0.0  0.0  10.0  23.2  0.0 
0020 19.96  11.67  0.00D -45.16  2.94  -0.15  91.94  -10.97  82.56  125.5  0.2  50.2  20.2  751.7  0.0  0.0  10.0  23.2  0.0 
0030 19.50  11.46  0.00D -45.32  3.13  -0.13  111.81  -18.88  95.67  126.8  0.2  49.9  20.2  751.6  0.0  0.0  10.0  23.5  0.0 
0040 19.97  11.48  0.00D -45.32  3.01  -0.13  120.56  -21.25  102.39  141.3  0.2  49.8  20.1  751.5  0.0  0.0  10.0  23.4  0.0 
0050 20.34  13.34  0.00D -45.35  3.14  -0.13  126.40  -23.79  106.06  164.5  0.2  49.5  20.0  751.5  0.0  0.0  10.0  23.2  0.0 
0100 18.38  13.22  0.00D -45.37  4.19  -0.16  111.77  -21.50  93.39  155.5  0.2  49.4  20.0  751.4  0.0  0.0  10.0  23.2  0.0 
0110 17.04  12.43  0.00D -45.38  4.09  -0.19  103.00  -18.81  86.92  150.6  0.2  49.2  20.0  751.4  0.0  0.0  10.0  23.3  0.0 
0120 15.38  10.76  0.00D -45.76  3.57  -0.26  82.92  -13.00  71.81  164.3  0.2  49.1  20.0  751.4  0.0  0.0  10.0  23.4  0.0 
0130 15.88  11.00  0.00D -45.95  3.38  -0.26  92.93  -16.20  79.08  164.3  0.2  49.0  19.9  751.3  0.0  0.0  10.0  23.3  0.0 
0140 16.86  11.66  0.00D -46.31  3.66  -0.23  119.31  -23.94  98.83  195.3  0.2  49.0  19.9  751.2  0.0  0.0  10.0  23.5  0.0 
0150 17.21  11.81  0.00D -46.30  3.53  -0.23  124.51  -25.20  102.95  175.5  0.2  48.8  19.9  751.1  0.0  0.0  10.0  23.3  0.0 
0200 19.84  13.12  0.00D -45.75  3.62  -0.21  142.05  -30.11  116.31  156.8  0.2  48.6  19.8  750.9  0.0  0.0  10.0  23.3  0.0 
0210 20.02  13.22  0.00D -45.67  3.45  -0.21  148.00  -31.94  120.70  179.7  0.2  48.6  19.8  750.9  0.0  0.0  10.0  23.3  0.0 
0220 21.76  15.21  0.00D -45.58  3.12  -0.21  158.53  -35.21  128.42  193.8  0.2  48.7  19.8  750.9  0.0  0.0  10.0  23.4  0.0 
0230 23.60  16.44  0.00D -45.75  3.46  -0.21  161.77  -36.17  130.84  201.8  0.2  48.8  19.7  750.9  0.0  0.0  10.0  23.4  0.0 
0240 27.03  18.15  0.00D -45.92  3.66  -0.20  182.24  -42.99  145.49  199.4  0.2  48.8  19.6  750.7  0.0  0.0  10.0  23.3  0.0 
0250 26.15  17.37  0.00D -45.95  3.70  -0.21  181.05  -42.78  144.47  208.7  0.2  48.9  19.6  750.7  0.0  0.0  10.0  23.5  0.0 
0300 25.00  16.15  0.00D -46.22  3.86  -0.23  170.94  -39.93  136.80  226.7  0.2  48.9  19.6  750.7  0.0  0.0  10.0  23.5  0.0 
0310 25.04  16.08  0.00D -46.36  3.91  -0.20  175.60  -41.71  139.94  198.9  0.2  48.8  19.6  750.7  0.0  0.0  10.0  23.5  0.0 
0320 23.94  15.33  0.00D -46.60  3.91  -0.19  188.58  -46.60  148.74  171.4  0.2  48.6  19.5  750.7  0.0  0.0  10.0  23.5  0.0 
0330 23.20  14.64  0.00D -46.75  3.34  -0.24  186.37  -45.94  147.09  196.8  0.2  48.5  19.5  750.7  0.0  0.0  10.0  23.2  0.0 
0340 23.04  14.77  0.00D -46.78  3.55  -0.25  185.16  -45.86  145.96  192.1  0.2  48.5  19.4  750.7  0.0  0.0  10.0  23.4  0.0 
0350 22.11  14.91  0.00D -46.76  4.07  -0.26  177.04  -44.56  138.94  212.9  0.2  48.4  19.4  750.7  0.0  0.0  10.0  23.5  0.0 
0400 22.21  14.89  0.00D -46.67  3.89  -0.26  175.38  -44.04  137.73  204.4  0.2  48.3  19.4  750.7  0.0  0.0  10.0  23.5  0.0 
0410 23.42  15.19  0.00D -46.25  4.10  -0.26  185.18  -45.18  146.55  202.6  0.2  48.2  19.3  750.7  0.0  0.0  10.0  23.5  0.0 
0420 25.38  16.05  0.00D -46.34  4.03  -0.23  197.84  -40.67  163.07  204.4  0.2  48.2  19.3  750.7  0.0  0.0  10.0  23.4  0.0 
0430 28.68  17.83  0.00D -46.75  4.26  -0.17  226.68  -29.18  201.73  219.4  0.2  48.3  19.3  750.8  0.0  0.0  10.0  23.4  0.0 
0440 27.67  17.39  0.00D -46.85  4.34  -0.18  220.76  -34.03  191.67  222.1  0.2  48.3  19.2  750.8  0.0  0.0  10.0  23.3  0.0 
0450 25.06  16.34  0.00D -46.84  4.27  -0.16  209.00  -43.92  171.45  244.6  0.2  47.9  19.2  750.9  0.0  0.0  10.0  23.3  0.0 
0500 24.58  16.17  0.00D -46.80  4.78  -0.15  209.62  -43.54  172.39  248.8  0.2  47.9  19.1  751.0  0.0  0.0  10.0  23.4  0.0 
0510 22.59  15.03  0.00D -46.88  4.98  -0.15  207.38  -46.18  167.90  235.2  0.2  47.6  19.1  751.1  0.0  0.0  10.0  23.3  0.0 
0520 22.86  15.03  0.00D -46.76  4.92  -0.14  205.20  -47.09  164.94  227.6  0.2  47.5  19.1  751.1  0.0  0.0  10.0  23.4  0.0 
0530 31.32  19.58  0.00D -46.25  4.72  -0.01  226.07  -33.82  197.16  227.4  0.2  47.6  19.0  751.2  0.0  0.0  10.0  23.5  0.0 
0540 34.64  21.69  0.00D -45.99  4.49  0.11  244.71  -24.10  224.11  233.2  0.2  47.6  19.0  751.2  0.0  0.0  10.0  23.5  0.0 
0550 44.66  26.84  0.00D -45.49  4.04  0.39  287.92  -2.40  285.88  231.9  0.2  47.3  19.0  751.4  0.0  0.0  10.0  23.5  0.0 
0600 45.26  27.64  0.00D -45.59  3.52  0.36  281.61  -5.32  277.07  201.2  0.2  47.3  18.8  751.4  0.0  0.0  10.0  23.3  0.0 
0610 51.34  31.22  0.00D -46.06  2.50  0.40  264.54  -12.54  253.82  165.9  0.2  47.5  18.5  751.6  0.0  0.0  10.0  23.2  0.0 
0620 48.84  29.02  0.00D -46.22  2.38  0.43  261.32  -13.64  249.65  180.1  0.2  47.8  18.5  751.7  0.0  0.0  10.0  23.2  0.0 
0630 42.39  24.40  0.00D -46.55  1.98  1.29  274.74  -12.25  264.27  174.1  0.2  48.0  18.4  751.8  0.0  0.0  10.0  23.2  0.0 
0640 44.80  25.21  0.00D -46.30  1.92  1.54  302.64  -9.86  294.22  155.4  0.2  48.1  18.4  751.9  0.0  0.0  10.0  23.3  0.0 
0650 56.45  29.08  0.00D -45.56  1.61  1.65  338.66  0.16  338.80  135.4  0.2  48.8  18.3  752.1  0.0  0.0  10.0  23.2  0.0 
0700 76.83  31.89  0.00D -45.46  1.47  1.38  317.74  0.02  317.76  137.5  0.2  48.8  18.3  752.1  0.0  0.0  10.0  23.3  0.0 
0710 203.34  43.57  0.00D -45.83  1.10  0.80  268.72  -5.42  264.09  139.8  0.2  48.9  18.3  752.3  0.0  0.0  10.0  23.3  0.0 
0720 237.74  51.65  0.00D -46.29  1.22  0.82  266.78  -5.99  261.66  145.8  0.2  49.2  18.3  752.3  0.0  0.0  10.0  23.3  0.0 
0730 249.59  59.76  0.00D -46.50  1.56  1.01  270.82  1.55  272.15  167.7  0.2  50.3  18.3  752.4  0.0  0.0  10.0  23.3  0.0 
0740 236.53  61.68  0.00D -46.38  2.69  1.28  269.23  11.28  278.87  176.2  0.2  51.0  18.2  752.4  0.0  0.0  10.0  23.2  0.0 
0750 207.56  57.26  0.00D -46.12  3.41  1.32  240.40  5.69  245.25  184.2  0.2  53.0  17.8  752.6  0.0  0.0  10.0  23.1  0.0 
0800 168.76  48.14  0.00D -45.97  2.59  1.09  216.81  -2.90  214.33  184.4  0.2  53.3  17.7  752.6  0.1  0.0  10.0  23.1  0.0 
0810 86.95  29.46  0.00D -45.67  1.17  0.56  164.37  -19.35  147.83  163.2  0.2  54.3  17.4  752.7  0.2  0.0  10.0  23.0  0.0 
0820 87.45  28.31  0.00D -45.61  1.20  0.50  156.17  -17.46  141.24  160.2  0.2  54.3  17.5  752.7  0.2  0.0  10.0  23.0  0.0 
0830 73.10  19.65  0.00D -46.28  2.01  0.10  90.54  -2.77  88.17  166.2  0.2  53.3  17.8  752.7  0.3  0.0  10.0  23.1  0.0 
0840 53.49  13.96  0.00D -47.53  3.32  -0.11  36.16  10.99  45.57  184.0  0.2  52.5  18.0  752.6  0.4  0.0  10.0  23.1  0.0 
0850 60.20  13.74  0.00D -47.84  3.50  -0.13  31.78  12.01  42.05  170.8  0.2  52.2  18.1  752.6  0.4  0.0  10.0  23.2  0.0 
0900 93.61  17.79  0.00D -48.15  7.76  -0.22  10.33  11.67  20.31  169.4  0.2  49.9  18.4  752.6  0.6  0.0  10.0  23.3  0.0 
0910 113.98  19.89  0.00D -47.77  12.69  -0.21  -6.27  8.85  1.28  162.2  0.2  48.1  18.6  752.6  0.6  0.0  10.0  23.2  0.0 
0920 86.22  16.04  0.00D -47.84  11.98  -0.21  -6.51  10.85  2.76  169.1  0.2  48.7  18.7  752.6  0.6  0.0  10.0  23.3  0.0 
0930 27.48  8.05  0.00D -48.41  9.70  -0.11  1.76  15.29  14.83  147.8  0.2  49.5  19.1  752.5  0.4  0.0  10.0  23.3  0.0 
0940 27.29  8.36  0.00D -48.62  7.39  -0.07  16.75  14.51  29.16  135.8  0.2  49.2  19.2  752.5  0.3  0.0  10.0  23.4  0.0 
0950 38.56  11.21  0.00D -48.82  2.59  0.00  41.06  23.86  61.47  115.0  0.2  48.2  19.6  752.5  0.0  0.0  10.0  23.3  0.0 
1000 51.65  12.54  0.00D -48.57  4.54  -0.07  29.87  21.37  48.15  133.9  0.2  47.6  19.7  752.5  0.1  0.0  10.0  23.5  0.0 
1010 61.52  12.79  0.00D -48.43  9.89  -0.16  1.66  18.05  17.09  157.9  0.3  46.8  19.9  752.5  0.5  0.0  10.0  23.5  0.0 
1020 86.57  17.30  0.00D -48.44  10.34  -0.14  2.38  18.29  18.02  150.3  0.3  46.8  20.0  752.4  0.5  0.0  10.0  23.5  0.0 
1030 143.62  27.33  0.00D -48.02  11.58  -0.01  36.13  13.24  47.45  127.5  0.3  46.6  20.1  752.4  0.2  0.0  10.0  23.6  0.0 
1040 110.44  21.14  0.00D -48.31  12.65  -0.12  20.75  12.89  31.77  124.4  0.3  46.6  20.1  752.3  0.1  0.0  10.0  23.5  0.0 
1050 81.44  16.97  0.00D -49.37  12.51  -0.29  -10.89  15.05  1.99  122.4  0.2  46.9  20.2  752.2  0.0  0.0  10.0  23.5  0.2 
1100 79.12  17.80  0.00D -49.37  9.54  -0.09  36.53  7.23  42.72  139.5  0.2  47.0  20.3  752.1  0.0  0.0  10.0  23.6  0.2 
1110 61.65  16.27  0.00D -49.34  3.02  0.20  89.36  3.72  92.55  150.1  0.2  47.0  20.6  751.9  0.0  0.0  10.0  23.8  0.0 
1120 57.22  14.67  0.00D -49.58  3.96  0.09  61.00  10.00  69.55  150.4  0.2  46.8  20.7  751.8  0.0  0.0  10.0  23.7  0.0 
1130 43.84  12.97  0.00D -50.02  6.28  -0.18  51.35  7.08  57.41  159.6  0.2  46.4  20.8  751.7  0.0  0.0  10.0  23.7  0.0 
1140 60.45  14.51  0.00D -50.16  5.74  -0.25  59.14  4.36  62.87  162.8  0.2  46.2  20.9  751.6  0.0  0.0  10.0  23.7  0.0 
1150 86.85  16.07  0.00D -50.12  8.58  -0.35  4.02  15.33  17.14  155.0  0.2  46.5  21.0  751.5  0.0  0.0  10.0  23.8  0.0 
1200 77.40  15.43  0.00D -50.17  8.58  -0.36  0.80  16.29  14.72  161.8  0.2  46.6  21.0  751.5  0.0  0.0  10.0  23.7  0.0 
1210 47.36  11.97  0.00D -50.24  9.20  -0.39  -8.01  18.11  7.48  155.5  0.2  46.7  21.1  751.4  0.0  0.0  10.0  23.5  0.0 
1220 44.68  12.03  0.00D -50.22  9.41  -0.39  -9.58  17.93  5.74  159.3  0.1  46.8  21.1  751.3  0.0  0.0  10.0  23.5  0.0 
1230 39.50  13.01  0.00D -50.14  9.28  0.12  -6.25  16.42  7.78  185.2  0.1  47.1  21.2  751.1  0.0  0.0  10.0  23.5  0.0 
