'Nombre: CHEMILABS; Código: 12345678; Fecha: 12/12/2019 00:00:00; Canales: 18
#HHMM;1,PM10,µg/m³;2,PM2.5,µg/m³;4,SO2,ppb;5,O3,ppb;6,CO,ppm;7,NO,ppb;8,NO2,ppb;9,NOX,ppb;10,DV,grados;11,VV,m/s;12,HR,% H.R.;13,TEMP,°C;14,PB,mb;15,RS,W/m²;16,RAIN,mm;17,Humedad Int,% H.R.;18,Temperatura Int,°C;20,Estado Puerta,No definida;
0000 17.76  13.49  -64.46  4.44  -0.06  12.59  21.34  30.84  120.5  0.2  59.4  20.5  751.9  0.0  0.0  10.0  23.3  0.0 
0010 19.34  14.24  -64.25  4.19  -0.01  37.70  13.43  49.18  121.4  0.2  59.6  20.4  751.9  0.0  0.0  10.0  23.4  0.0 
0020 23.47  16.36  -64.01  3.73  0.12  95.68  -5.11  91.31  114.4  0.2  60.0  20.4  751.8  0.0  0.0  10.0  23.4  0.0 
0030 22.49  16.06  -64.27  3.74  0.10  94.59  -5.79  89.64  115.2  0.2  60.0  20.4  751.8  0.0  0.0  10.0  23.4  0.0 
0040 20.09  14.80  -64.61  3.90  0.02  84.54  -5.69  79.67  115.5  0.2  60.1  20.4  751.6  0.0  0.0  10.0  23.4  0.0 
0050 20.06  14.45  -64.74  4.10  -0.01  77.32  -3.24  74.55  114.4  0.2  59.9  20.4  751.6  0.0  0.0  10.0  23.3  0.0 
0100 19.70  13.89  -65.06  4.51  -0.06  59.28  3.70  62.44  126.0  0.2  59.3  20.3  751.4  0.0  0.0  10.0  23.3  0.0 
0110 20.44  14.40  -65.27  4.28  -0.06  66.15  1.44  67.38  119.1  0.2  59.2  20.3  751.4  0.0  0.0  10.0  23.4  0.0 
0120 22.10  15.37  -65.43  4.06  -0.06  81.52  -3.02  78.95  111.1  0.2  59.0  20.3  751.2  0.0  0.0  10.0  23.3  0.0 
0130 21.88  15.54  -65.21  4.16  -0.05  82.59  -2.87  80.14  113.6  0.2  58.9  20.3  751.2  0.0  0.0  10.0  23.4  0.0 
0140 21.58  15.75  -65.32  4.22  -0.08  83.82  -2.31  81.85  113.7  0.2  58.7  20.2  751.0  0.0  0.0  10.0  23.5  0.0 
0150 21.59  15.66  -65.44  3.81  -0.12  72.73  -0.16  72.59  115.8  0.2  58.5  20.2  751.0  0.0  0.0  10.0  23.4  0.0 
0200 22.66  16.21  -65.47  3.81  -0.18  49.91  3.94  53.28  122.3  0.2  58.2  20.2  750.8  0.0  0.0  10.0  23.4  0.0 
0210 22.95  16.45  -65.56  3.82  -0.16  62.06  -0.47  61.65  118.5  0.2  58.3  20.1  750.8  0.0  0.0  10.0  23.3  0.0 
0220 22.39  16.56  -65.46  4.05  -0.11  97.30  -12.65  86.48  113.0  0.2  58.3  20.1  750.8  0.0  0.0  10.0  23.3  0.0 
0230 21.51  16.03  -65.49  4.40  -0.13  99.03  -14.52  86.61  110.7  0.2  58.1  20.1  750.7  0.0  0.0  10.0  23.3  0.0 
0240 20.68  15.21  -65.55  4.39  -0.23  88.15  -12.93  77.09  110.4  0.2  57.3  20.0  750.5  0.0  0.0  10.0  23.3  0.0 
0250 21.41  15.71  -65.56  4.46  -0.24  86.10  -11.76  76.05  110.8  0.2  57.1  20.0  750.5  0.0  0.0  10.0  23.3  0.0 
0300 23.61  16.93  -65.35  4.85  -0.25  100.83  -15.49  87.60  116.4  0.3  56.5  19.9  750.3  0.0  0.0  10.0  23.4  0.0 
0310 23.02  16.69  -64.98  4.56  -0.26  109.30  -19.04  93.03  116.6  0.3  56.2  19.9  750.3  0.0  0.0  10.0  23.2  0.0 
0320 24.09  17.09  -64.98  4.60  -0.25  109.87  -19.20  93.46  114.7  0.3  56.2  19.9  750.3  0.0  0.0  10.0  23.4  0.0 
0330 27.08  18.41  -64.82  4.75  -0.22  118.60  -20.99  100.65  111.2  0.2  55.8  19.9  750.3  0.0  0.0  10.0  23.4  0.0 
0340 26.99  18.49  -64.88  4.87  -0.21  132.28  -24.93  110.96  121.8  0.2  55.6  19.9  750.3  0.0  0.0  10.0  23.3  0.0 
0350 27.41  19.82  -65.46  4.53  -0.19  159.20  -32.87  131.09  129.1  0.2  55.1  19.8  750.4  0.0  0.0  10.0  23.3  0.0 
0400 26.86  20.00  -65.16  5.12  -0.20  150.82  -30.02  125.15  148.3  0.2  55.1  19.7  750.5  0.0  0.0  10.0  23.2  0.0 
0410 26.63  19.93  -65.10  4.88  -0.20  151.17  -30.61  125.00  146.2  0.2  54.7  19.7  750.5  0.0  0.0  10.0  23.3  0.0 
0420 28.23  20.97  -65.11  5.38  -0.15  157.43  -33.35  128.91  185.2  0.2  54.3  19.6  750.7  0.0  0.0  10.0  23.4  0.0 
0430 28.75  21.51  -65.02  5.27  -0.16  161.74  -34.32  132.40  182.2  0.2  54.3  19.6  750.7  0.0  0.0  10.0  23.3  0.0 
0440 29.25  22.24  -64.88  5.43  -0.16  171.37  -37.00  139.73  157.2  0.2  53.9  19.5  750.8  0.0  0.0  10.0  23.3  0.0 
0450 28.87  21.91  -64.96  5.94  -0.16  171.51  -37.54  139.41  171.2  0.2  53.8  19.5  750.9  0.0  0.0  10.0  23.4  0.0 
0500 27.95  22.28  -65.18  6.32  -0.15  171.74  -38.21  139.06  197.7  0.2  53.8  19.4  750.9  0.0  0.0  10.0  23.3  0.0 
0510 27.22  22.50  -65.27  6.60  -0.15  166.43  -36.47  135.25  202.2  0.2  53.7  19.4  751.0  0.0  0.0  10.0  23.3  0.0 
0520 26.91  23.57  -65.24  7.63  -0.14  163.08  -35.03  133.13  221.3  0.2  53.8  19.3  751.0  0.0  0.0  10.0  23.5  0.0 
0530 26.74  23.57  -65.34  7.09  -0.10  177.25  -37.32  145.35  219.3  0.2  53.6  19.3  751.0  0.0  0.0  10.0  23.3  0.0 
0540 29.81  23.43  -65.51  6.79  -0.01  202.82  -44.07  165.14  230.2  0.2  52.9  19.2  751.0  0.0  0.0  10.0  23.2  0.0 
0550 30.47  23.38  -65.65  6.72  0.00  198.51  -43.63  161.21  233.8  0.2  53.0  19.2  751.0  0.0  0.0  10.0  23.2  0.0 
0600 33.00  24.86  -65.78  5.35  0.29  218.87  -28.71  194.32  252.1  0.2  52.8  19.0  751.0  0.0  0.0  10.0  23.1  0.0 
0610 33.12  25.32  -65.91  4.40  0.40  233.87  -22.49  214.64  236.6  0.2  52.4  18.9  751.1  0.0  0.0  10.0  23.2  0.0 
0620 37.03  27.47  -66.24  3.41  0.53  252.61  -14.94  239.83  219.0  0.1  52.2  18.9  751.2  0.0  0.0  10.0  23.2  0.0 
0630 40.88  30.42  -66.04  3.03  0.69  277.17  -8.86  269.60  218.1  0.1  52.2  18.8  751.2  0.0  0.0  10.0  23.2  0.0 
0640 46.88  35.55  -65.17  1.94  1.22  343.55  3.22  346.30  204.3  0.2  52.7  18.7  751.5  0.0  0.0  10.0  23.2  0.0 
0650 46.05  34.33  -64.65  1.63  1.27  337.11  4.43  340.90  183.2  0.1  53.1  18.6  751.6  0.0  0.0  10.0  23.2  0.0 
0700 47.04  35.11  -64.78  1.56  1.29  342.81  3.49  345.79  191.1  0.2  53.1  18.6  751.6  0.0  0.0  10.0  23.2  0.0 
0710 50.15  36.26  -65.27  1.28  1.24  342.71  2.73  345.05  194.6  0.2  53.3  18.5  751.8  0.0  0.0  10.0  23.2  0.0 
0720 49.90  35.19  -65.32  1.20  1.16  326.78  1.87  328.39  205.7  0.2  53.5  18.6  751.9  0.0  0.0  10.0  23.2  0.0 
0730 65.63  33.89  -65.67  1.28  0.91  281.51  -3.58  278.45  217.4  0.2  54.1  18.6  752.1  0.0  0.0  10.0  23.2  0.0 
0740 65.62  34.02  -65.78  1.25  0.91  278.60  -4.27  274.94  207.0  0.2  54.4  18.6  752.1  0.0  0.0  10.0  23.2  0.0 
0750 60.57  32.98  -65.97  1.22  0.86  266.37  -7.45  260.00  198.9  0.2  55.0  18.7  752.1  0.0  0.0  10.0  23.3  0.0 
0800 56.55  31.60  -66.27  1.20  0.80  253.91  -11.45  244.11  176.4  0.2  55.4  18.8  752.2  0.0  0.0  10.0  23.2  0.0 
0810 56.10  28.64  -66.88  1.16  0.54  201.82  -23.24  181.95  135.6  0.2  56.5  19.0  752.2  0.0  0.0  10.0  23.2  0.0 
0820 64.21  29.46  -66.80  1.05  0.34  156.10  -15.87  142.52  125.2  0.5  56.5  19.3  752.3  0.0  0.0  10.0  23.3  0.0 
0830 54.22  27.87  -66.82  0.85  0.15  107.38  -6.78  101.58  119.8  0.7  55.9  20.0  752.3  0.0  0.0  10.0  23.3  0.0 
0840 60.19  29.59  -66.83  1.05  0.14  95.30  -2.12  93.49  122.3  0.7  55.6  20.0  752.3  0.0  0.0  10.0  23.4  0.0 
0850 84.53  34.68  -67.16  1.85  0.05  49.94  15.62  63.30  122.0  0.4  55.0  20.2  752.2  0.0  0.0  10.0  23.3  0.0 
