'Nombre: CHEMILABS; Código: 12345678; Fecha: 13/12/2019 00:00:00; Canales: 18
#HHMM;1,PM10,µg/m³;2,PM2.5,µg/m³;4,SO2,ppb;5,O3,ppb;6,CO,ppm;7,NO,ppb;8,NO2,ppb;9,NOX,ppb;10,DV,grados;11,VV,m/s;12,HR,% H.R.;13,TEMP,°C;14,PB,mb;15,RS,W/m²;16,RAIN,mm;17,Humedad Int,% H.R.;18,Temperatura Int,°C;20,Estado Puerta,No definida;
0000 36.00  20.39  -71.75  1.88  0.70  235.53  -19.46  218.88  146.4  0.2  51.6  20.0  751.4  0.0  0.0  10.0  23.3  0.0 
0010 35.68  20.34  -72.01  2.04  0.68  236.31  -18.53  220.46  136.9  0.2  51.6  20.0  751.4  0.0  0.0  10.0  23.2  0.0 
0020 32.64  19.71  -72.39  2.63  0.63  238.28  -17.43  223.38  135.8  0.2  51.7  20.0  751.3  0.0  0.0  10.0  23.2  0.0 
0030 30.28  18.48  -72.41  2.49  0.55  228.06  -23.54  207.93  131.8  0.2  51.7  19.9  751.3  0.0  0.0  10.0  23.3  0.0 
0040 26.17  16.18  -72.52  2.10  0.30  194.08  -38.16  161.45  116.3  0.2  51.7  19.9  751.2  0.0  0.0  10.0  23.2  0.0 
0050 27.91  17.26  -72.46  2.21  0.34  202.57  -35.22  172.45  127.5  0.2  51.8  19.9  751.1  0.0  0.0  10.0  23.3  0.0 
0100 31.32  18.99  -72.22  2.39  0.40  220.09  -28.56  195.67  144.3  0.2  52.0  19.9  751.0  0.0  0.0  10.0  23.3  0.0 
0110 31.26  18.93  -72.19  2.09  0.38  219.84  -28.37  195.58  135.8  0.2  52.0  19.9  750.9  0.0  0.0  10.0  23.3  0.0 
0120 30.60  17.00  -72.31  2.15  0.27  210.10  -34.85  180.30  122.1  0.2  52.4  19.8  750.8  0.0  0.0  10.0  23.3  0.0 
0130 29.14  15.27  -72.88  1.93  0.14  189.08  -42.34  152.88  117.3  0.2  52.4  19.8  750.7  0.0  0.0  10.0  23.0  0.0 
0140 28.94  15.25  -73.04  1.90  0.14  187.63  -42.19  151.56  129.1  0.2  52.5  19.8  750.7  0.0  0.0  10.0  23.3  0.0 
0150 29.15  15.03  -73.58  1.96  0.14  181.57  -40.73  146.75  158.6  0.2  52.6  19.8  750.7  0.0  0.0  10.0  23.5  0.0 
0200 27.90  14.69  -73.53  1.91  0.09  172.08  -37.65  139.90  145.0  0.2  52.6  19.8  750.7  0.0  0.0  10.0  23.5  0.0 
0210 26.20  14.72  -73.47  1.87  0.02  154.36  -32.10  126.91  119.9  0.2  52.7  19.8  750.5  0.0  0.0  10.0  23.4  0.0 
0220 27.04  15.31  -73.52  1.88  0.01  156.24  -32.72  128.25  122.9  0.2  52.7  19.8  750.4  0.0  0.0  10.0  23.3  0.0 
0230 28.83  16.49  -73.96  1.64  -0.03  161.75  -34.42  132.32  125.1  0.2  52.7  19.8  750.2  0.0  0.0  10.0  23.3  0.0 
0240 28.79  16.60  -73.96  1.59  -0.03  169.43  -36.80  137.96  126.8  0.2  52.7  19.8  750.1  0.0  0.0  10.0  23.4  0.0 
0250 28.11  16.60  -74.04  1.47  -0.09  177.75  -39.10  144.32  122.0  0.2  52.5  19.8  750.0  0.0  0.0  10.0  23.2  0.0 
0300 27.74  16.51  -73.59  1.78  -0.14  154.11  -31.07  127.55  121.8  0.2  52.1  19.7  749.9  0.0  0.0  10.0  23.2  0.0 
0310 28.17  16.61  -73.63  2.22  -0.21  121.61  -20.52  104.06  118.6  0.2  51.6  19.7  749.8  0.0  0.0  10.0  23.2  0.0 
0320 28.85  17.13  -73.61  2.34  -0.19  124.17  -21.88  105.46  146.3  0.2  51.7  19.7  749.8  0.0  0.0  10.0  23.3  0.0 
0330 29.44  18.23  -73.18  2.98  -0.17  130.25  -24.37  109.41  139.8  0.2  51.7  19.7  749.9  0.0  0.0  10.0  23.6  0.0 
0340 30.21  18.26  -73.25  3.36  -0.17  138.18  -26.22  115.76  147.2  0.2  51.5  19.7  749.9  0.0  0.0  10.0  23.5  0.0 
0350 29.42  17.56  -73.43  3.81  -0.21  143.13  -27.33  119.76  128.2  0.3  51.2  19.6  749.9  0.0  0.0  10.0  23.3  0.0 
0400 30.10  17.74  -73.64  3.75  -0.20  145.62  -28.22  121.49  146.4  0.2  51.2  19.6  749.9  0.0  0.0  10.0  23.4  0.0 
0410 31.51  18.38  -74.21  3.38  -0.20  167.35  -35.16  137.29  168.4  0.2  51.4  19.6  749.9  0.0  0.0  10.0  23.2  0.0 
0420 31.21  18.71  -74.65  3.11  -0.20  172.26  -37.48  140.21  152.2  0.2  51.6  19.6  749.9  0.0  0.0  10.0  23.2  0.0 
0430 30.79  18.97  -74.93  3.02  -0.21  172.42  -38.00  139.94  141.8  0.2  51.7  19.6  749.9  0.0  0.0  10.0  23.4  0.0 
0440 30.92  19.17  -74.84  2.96  -0.20  169.48  -36.93  137.91  146.6  0.2  51.6  19.6  749.9  0.0  0.0  10.0  23.3  0.0 
0450 34.65  21.11  -74.44  2.67  -0.16  176.38  -35.33  146.17  138.9  0.2  51.6  19.6  749.9  0.0  0.0  10.0  23.3  0.0 
0500 38.35  22.60  -74.39  2.68  -0.11  191.77  -32.17  164.27  151.2  0.2  51.7  19.6  750.0  0.0  0.0  10.0  23.3  0.0 
0510 42.53  24.45  -74.10  2.57  0.00  223.39  -25.56  201.54  154.1  0.2  51.8  19.5  750.1  0.0  0.0  10.0  23.2  0.0 
0520 41.74  24.09  -74.09  2.75  -0.02  220.42  -28.08  196.41  155.2  0.2  51.8  19.5  750.1  0.0  0.0  10.0  23.3  0.0 
0530 39.29  22.81  -74.29  2.92  -0.03  216.55  -29.36  191.45  197.9  0.2  51.7  19.5  750.2  0.0  0.0  10.0  23.4  0.0 
0540 35.19  20.92  -74.15  2.66  0.01  209.23  -34.21  179.98  187.2  0.2  51.5  19.5  750.2  0.0  0.0  10.0  23.2  0.0 
0550 34.43  20.82  -74.23  2.87  0.01  202.97  -36.21  172.01  184.0  0.2  51.4  19.5  750.3  0.0  0.0  10.0  23.3  0.0 
0600 33.61  20.77  -74.03  2.32  0.00  167.43  -32.82  139.37  168.0  0.2  51.1  19.4  750.4  0.0  0.0  10.0  23.4  0.0 
0610 37.53  21.87  -73.61  1.48  0.03  152.88  -27.98  128.94  142.1  0.2  51.0  19.4  750.5  0.0  0.0  10.0  23.4  0.0 
0620 42.65  22.58  -73.81  1.62  0.04  154.85  -28.62  130.37  161.2  0.2  51.2  19.4  750.5  0.0  0.0  10.0  23.4  0.0 
0630 62.21  26.50  -74.48  1.49  0.09  176.08  -34.74  146.38  206.6  0.2  52.0  19.3  750.5  0.0  0.0  10.0  23.3  0.0 
0640 71.75  31.06  -74.62  1.15  0.39  215.06  -27.68  191.40  177.6  0.2  52.4  19.2  750.6  0.0  0.0  10.0  23.5  0.0 
0650 70.96  31.35  -74.32  1.20  0.50  224.43  -23.27  204.54  181.6  0.2  52.6  19.2  750.6  0.0  0.0  10.0  23.4  0.0 
0700 61.11  29.41  -73.94  1.26  0.64  235.51  -17.83  220.26  188.6  0.2  53.0  18.9  750.8  0.0  0.0  10.0  23.1  0.0 
0710 67.61  29.83  -73.99  1.28  0.57  227.79  -22.22  208.80  205.5  0.2  52.9  19.0  750.9  0.0  0.0  10.0  23.2  0.0 
0720 72.39  28.96  -74.12  1.22  0.44  209.58  -33.07  181.30  233.4  0.1  52.8  19.0  751.1  0.0  0.0  10.0  23.3  0.0 
0730 70.72  28.83  -74.33  1.45  0.49  201.30  -27.44  177.83  224.3  0.2  52.9  19.1  751.2  0.0  0.0  10.0  23.3  0.0 
0740 68.20  29.84  -74.73  2.49  0.92  207.69  -6.05  202.50  205.0  0.2  53.1  19.2  751.4  0.0  0.0  10.0  23.4  0.0 
0750 68.65  29.15  -74.59  2.04  0.82  204.23  -14.29  192.01  191.7  0.2  53.2  19.2  751.5  0.0  0.0  10.0  23.3  0.0 
0800 63.24  26.60  -74.23  1.26  0.51  177.65  -26.76  154.77  144.1  0.2  53.4  19.3  751.5  0.0  0.0  10.0  23.2  0.0 
0810 71.35  28.21  -74.34  1.31  0.58  170.69  -25.72  148.71  151.4  0.2  53.7  19.3  751.6  0.0  0.0  10.0  23.3  0.0 
0820 77.69  28.13  -74.24  1.30  1.37  161.92  -25.04  140.51  150.2  0.2  53.7  19.5  751.7  0.0  0.0  10.0  23.4  0.0 
0830 59.54  21.83  -74.24  1.06  0.75  128.97  -13.77  117.20  141.6  0.3  52.8  19.5  751.7  0.0  0.0  10.0  23.3  0.0 
0840 57.90  20.90  -74.68  0.98  0.56  117.09  -10.08  108.48  171.4  0.2  52.8  19.6  751.7  0.0  0.0  10.0  23.4  0.0 
0850 64.97  23.56  -75.97  1.00  0.13  79.06  2.16  80.90  190.2  0.2  52.4  19.6  751.6  0.0  0.0  10.0  23.3  0.0 
0900 60.16  22.32  -76.15  1.05  0.10  64.15  7.72  70.74  169.4  0.2  52.2  19.7  751.6  0.0  0.0  10.0  23.4  0.0 
