'Nombre: CHEMILABS; Código: 12345678; Fecha: 04/12/2019 14:10:41; Canales: 19
#HHMM;1,PM10,µg/m³;2,PM2.5,µg/m³;3,TSP,µg/m³;4,SO2,ppb;5,O3,ppb;6,CO,ppm;7,NO,ppb;8,NO2,ppb;9,NOX,ppb;10,DV,grados;11,VV,m/s;12,HR,% H.R.;13,TEMP,°C;14,PB,mb;15,RS,W/m²;18,RAIN,mm;16,Humedad Int,% H.R.;17,Temperatura Int,°C;19,Estado Puerta,No definida;
0830 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
0840 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
0850 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
0900 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
0910 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
0920 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
0930 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
0940 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
0950 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1000 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1010 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1020 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1030 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1040 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1050 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1100 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1110 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1120 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1130 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1140 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1150 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1200 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1210 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1220 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1230 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1240 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1250 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1300 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1310 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1320 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1330 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1340 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1350 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1400 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1410 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 0.00F 
1420 85.15  16.41  0.00D -55.89  19.55  -0.31  50.14  31.08  80.74  34.1  0.6  38.8  22.3  749.9  0.0  0.0  9.0  25.0  1.0 
1430 60.41  11.69  0.00D -55.64  19.20  -0.31  37.27  24.70  61.60  114.7  0.5  39.2  22.2  749.9  0.0  0.0  9.0  25.0  1.0 
1440 51.53  9.91  0.00D -55.67  19.24  -0.31  32.45  15.93  48.13  123.3  0.4  39.9  22.1  749.9  0.0  0.0  9.0  25.1  1.0 
1450 44.37  8.43  0.00D -55.38  17.48  -0.28  62.22  -1.51  60.73  171.8  0.3  41.9  21.8  749.8  0.0  0.0  9.0  25.7  1.0 
1500 47.38  11.45  0.00D -55.38  13.94  -0.22  117.12  -0.74  116.39  186.8  0.2  41.7  21.9  749.7  0.0  0.0  8.6  26.2  1.0 
1510 59.93  18.48  0.00D 15.57  9.18  -0.08  203.98  -3.45  200.59  205.9  0.2  41.1  22.0  749.6  0.0  0.0  8.0  27.0  1.0 
1520 64.17  21.26  0.00D 13.24  8.91  -0.06  241.21  -1.97  239.28  209.6  0.1  41.3  22.0  749.5  0.0  0.0  8.0  27.0  1.0 
1530 82.08  31.34  0.00D 8.55  9.33  -0.01  340.01  1.52  341.52  215.9  0.1  41.8  22.0  749.4  0.0  0.0  8.0  27.2  1.0 
1540 80.45  27.96  0.00D 9.51  8.85  -0.05  208.87  32.15  240.53  218.7  0.2  42.5  22.0  749.4  0.0  0.0  8.0  27.6  1.0 
1550 51.92  16.23  0.00D 9.69  10.25  -0.20  21.61  225.97  244.11  228.6  0.2  43.2  22.0  749.3  0.0  0.0  8.0  28.0  1.0 
1600 54.21  15.43  0.00D 9.35  10.65  -0.11  31.73  252.13  279.99  219.9  0.2  43.1  22.0  749.3  0.0  0.0  8.0  28.0  1.0 
1610 93.47  20.31  0.00D 9.19  12.01  -0.06  30.33  216.80  240.31  212.8  0.1  42.8  21.9  749.3  0.0  0.0  8.0  28.0  1.0 
1620 83.15  17.87  0.00D 9.43  12.54  -0.12  23.80  190.56  203.15  218.2  0.1  42.9  21.9  749.3  0.0  0.0  8.0  28.0  1.0 
1630 45.22  9.46  0.00D 8.49  12.68  -0.21  9.61  252.99  225.92  214.3  0.1  43.7  21.8  749.3  0.0  0.0  8.0  28.0  1.0 
1640 27.96  6.39  0.00D 6.92  10.52  -0.18  10.34  224.30  202.11  189.5  0.2  44.7  21.7  749.2  0.0  0.0  8.0  28.0  0.9 
1650 26.45  6.24  0.00D 6.27  9.80  -0.18  10.06  120.68  113.24  166.5  0.2  44.7  21.8  749.3  0.0  0.0  8.3  26.9  0.5 
1700 19.92  5.36  0.00D 5.43  9.84  -0.22  8.33  16.90  22.77  152.4  0.2  44.3  21.9  749.3  0.0  0.0  9.1  24.8  0.0 
1710 19.80  5.20  0.00D 5.41  10.11  -0.18  6.02  16.45  20.08  151.3  0.2  44.3  21.9  749.4  0.0  0.0  9.6  24.4  0.0 
1720 21.75  5.29  0.00D 4.77  9.88  -0.10  2.20  16.70  16.47  172.9  0.2  44.5  21.8  749.6  0.0  0.0  10.0  23.9  0.0 
1730 23.93  5.53  0.00D 5.00  8.81  -0.06  1.77  18.28  17.40  168.1  0.2  44.6  21.8  749.6  0.0  0.0  10.0  23.9  0.0 
1740 25.37  6.03  0.00D 5.17  6.18  -0.02  0.80  22.94  20.42  149.6  0.2  44.9  21.7  749.8  0.0  0.0  10.0  23.7  0.0 
1750 29.81  8.78  0.00D 4.61  5.53  0.01  1.15  26.56  23.86  165.7  0.2  46.6  21.7  749.9  0.0  0.0  10.0  23.6  0.0 
1800 46.84  16.57  0.00D 3.89  5.28  0.10  0.92  36.34  31.98  171.5  0.1  51.7  21.6  750.2  0.0  0.0  10.0  23.4  0.0 
1810 47.43  17.24  0.00D 3.96  4.93  0.15  2.00  40.21  36.38  167.7  0.1  52.8  21.6  750.2  0.0  0.0  10.0  23.4  0.0 
1820 47.91  18.89  0.00D 3.85  4.31  0.30  5.64  49.51  47.97  159.8  0.2  55.5  21.5  750.5  0.0  0.0  10.0  23.6  0.0 
1830 44.51  18.04  0.00D 3.82  4.73  0.31  4.72  47.35  45.20  156.2  0.2  55.5  21.4  750.6  0.0  0.0  10.0  23.5  0.0 
1840 37.05  14.90  0.00D 3.91  5.35  0.23  -1.40  39.76  32.60  166.9  0.2  54.6  21.3  750.8  0.0  0.0  10.0  23.6  0.0 
1850 37.31  15.75  0.00D 4.02  5.75  0.17  -3.72  36.43  27.43  158.6  0.2  54.0  21.3  750.8  0.0  0.0  10.0  23.5  0.0 
1900 49.26  19.26  0.00D 4.26  5.48  0.10  -6.86  29.94  18.75  163.2  0.2  53.0  21.2  751.0  0.0  0.0  10.0  23.3  0.0 
1910 55.39  20.24  0.00D 3.93  4.79  0.09  -6.74  31.13  19.88  152.8  0.1  53.7  21.2  751.2  0.0  0.0  10.0  23.5  0.0 
1920 53.70  21.03  0.00D 4.00  5.45  0.11  -7.57  31.28  19.18  152.0  0.1  54.0  21.2  751.3  0.0  0.0  10.0  23.4  0.0 
1930 52.48  20.10  0.00D 3.45  6.06  0.15  -8.71  33.44  19.89  132.4  0.2  55.1  21.0  751.5  0.0  0.0  10.0  23.3  0.0 
1940 56.60  18.71  0.00D 2.97  4.24  0.19  -7.58  35.69  22.94  114.1  0.2  55.4  20.9  751.7  0.0  0.0  10.0  23.2  0.0 
1950 53.47  19.02  0.00D 3.04  3.69  0.21  -1.58  36.26  29.42  113.8  0.2  55.6  20.8  751.8  0.0  0.0  10.0  23.3  0.0 
2000 46.05  19.60  0.00D 3.00  2.20  0.30  18.16  34.14  47.35  117.0  0.2  56.2  20.7  752.0  0.0  0.0  10.0  23.5  0.0 
2010 43.00  19.30  0.00D 2.82  2.13  0.32  16.17  34.60  45.75  121.1  0.2  56.2  20.7  752.1  0.0  0.0  10.0  23.3  0.0 
2020 36.71  17.65  0.00D 2.60  2.44  0.32  6.88  35.12  36.91  142.7  0.2  55.9  20.8  752.3  0.0  0.0  10.0  23.3  0.0 
2030 30.14  14.96  0.00D 2.49  3.87  0.25  -0.04  30.79  26.28  140.3  0.2  54.6  20.9  752.5  0.0  0.0  10.0  23.4  0.0 
2040 23.55  11.66  0.00D 2.27  5.63  0.16  -7.76  23.94  12.72  151.6  0.2  52.7  20.9  752.7  0.0  0.0  10.0  23.3  0.0 
2050 21.95  10.95  0.00D 2.24  5.93  0.14  -8.30  22.82  11.21  142.8  0.2  52.4  20.9  752.8  0.0  0.0  10.0  23.4  0.0 
2100 16.58  8.94  0.00D 2.19  7.81  0.06  -10.00  18.00  5.39  120.2  0.2  51.8  20.9  752.9  0.0  0.0  10.0  23.4  0.0 
2110 28.87  9.93  0.00D 2.36  8.25  0.03  -10.03  15.77  3.45  116.5  0.2  52.1  20.8  752.8  0.0  0.0  10.0  23.3  0.0 
2120 96.00  15.85  0.00D 2.35  8.61  -0.01  -9.74  13.62  1.90  116.5  0.2  52.6  20.6  752.8  0.0  0.0  10.0  23.5  0.0 
2130 82.47  14.35  0.00D 2.34  9.23  0.01  -9.88  13.05  1.28  114.1  0.2  52.6  20.6  752.8  0.0  0.0  10.0  23.3  0.0 
2140 40.18  9.74  0.00D 2.38  9.70  0.04  -10.49  11.83  -0.37  111.8  0.2  52.6  20.5  753.0  0.0  0.0  10.0  23.4  0.0 
2150 27.70  9.07  0.00D 2.20  9.66  0.02  -10.78  11.20  -1.20  125.5  0.2  52.5  20.6  753.1  0.0  0.0  10.0  23.5  0.0 
2200 11.47  6.90  0.00D 1.87  10.15  -0.01  -11.15  9.90  -2.67  145.0  0.2  52.4  20.6  753.2  0.0  0.0  10.0  23.5  0.0 
2210 10.49  6.42  0.00D 1.75  10.58  -0.02  -11.19  9.42  -3.13  140.3  0.2  52.4  20.6  753.2  0.0  0.0  10.0  23.5  0.0 
2220 8.60  5.42  0.00D 1.68  11.30  -0.02  -11.07  8.79  -3.55  129.3  0.2  52.4  20.7  753.2  0.0  0.0  10.0  23.3  0.0 
2230 7.76  5.06  0.00D 1.62  11.08  -0.01  -11.00  9.14  -3.18  129.0  0.2  52.3  20.7  753.2  0.0  0.0  10.0  23.3  0.0 
2240 11.49  9.31  0.00D 1.01  10.99  0.01  -11.04  9.09  -3.27  112.4  0.2  52.3  20.7  753.2  0.0  0.0  10.0  23.2  0.0 
2250 12.13  10.04  0.00D 1.13  11.00  0.03  -10.87  9.60  -2.67  126.5  0.2  52.3  20.7  753.2  0.0  0.0  10.0  23.2  0.0 
2300 12.16  10.29  0.00D 1.39  11.13  0.04  -10.60  11.07  -1.12  135.9  0.2  52.3  20.7  753.0  0.0  0.0  10.0  23.5  0.0 
2310 10.25  8.52  0.00D 1.27  11.56  0.00  -10.59  11.15  -1.06  125.1  0.2  52.1  20.7  753.0  0.0  0.0  10.0  23.4  0.0 
2320 7.35  6.04  0.00D 1.43  12.29  -0.04  -10.67  10.72  -1.52  132.2  0.2  51.8  20.6  752.9  0.0  0.0  10.0  23.6  0.0 
2330 7.12  5.85  0.00D 1.46  12.69  -0.05  -10.86  10.38  -1.98  125.1  0.2  51.8  20.6  752.9  0.0  0.0  10.0  23.5  0.0 
2340 6.92  5.73  0.00D 1.04  14.36  -0.07  -11.22  9.33  -3.24  116.0  0.2  52.0  20.6  752.9  0.0  0.0  10.0  23.3  0.0 
